web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1771529856-1","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","185 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1910059"
"1771529856-2","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","200 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1909212"
"1771529856-3","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","300 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1909205"
"1771529856-4","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","350 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-1905916"
"1771529856-5","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","170 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1904199"
"1771529856-6","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum jeune femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-jeune-femelle-1869297"
"1771529856-7","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Toulabire","150 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-toulabire-1863893"
"1771529856-8","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum pur sang","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1860713"
"1771529856-9","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","95 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1847816"
"1771529856-10","https://sn.coinafrique.com/categorie/moutons?page=15","Petit mouton","450 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/petit-mouton-1843870"
"1771529856-11","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","400 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1843866"
"1771529856-12","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","1 500 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1843864"
"1771529856-13","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","85 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-1838123"
"1771529856-14","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","95 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1830885"
"1771529856-15","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","400 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1823834"
"1771529856-16","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum","1 500 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-1823167"
"1771529856-17","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","350CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1817604"
"1771529856-18","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","180 000CFA","M'bour, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1814464"
"1771529856-19","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","120 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1802901"
"1771529856-20","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","280 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1788990"
"1771529856-21","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum pur sang","850 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1712699"
"1771529856-22","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1710929"
"1771529856-23","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1705512"
"1771529856-24","https://sn.coinafrique.com/categorie/moutons?page=15","Métisse Azawat","180 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/metisse-azawat-1689899"
"1771529856-25","https://sn.coinafrique.com/categorie/moutons?page=15","Femelle Baine Mélo","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-baine-melo-1660551"
"1771529856-26","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Géniteur","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-1655632"
"1771529856-27","https://sn.coinafrique.com/categorie/moutons?page=15","Agnel Ladoum","350 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/agnel-ladoum-1644447"
"1771529856-28","https://sn.coinafrique.com/categorie/moutons?page=15","Lots  de ladoum","1 600 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/lots-de-ladoum-1634438"
"1771529856-29","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-1618881"
"1771529856-30","https://sn.coinafrique.com/categorie/moutons?page=15","Femelle Ladoum","700 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599640"
"1771529856-31","https://sn.coinafrique.com/categorie/moutons?page=15","Femelle ladoum","700 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599587"
"1771529856-32","https://sn.coinafrique.com/categorie/moutons?page=15","Femelle ladoum","700 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-1599357"
"1771529856-33","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton ladoum","700 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1594060"
"1771529856-34","https://sn.coinafrique.com/categorie/moutons?page=15","Brebis","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/brebis-1584173"
"1771529856-35","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum","2 000 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-1569276"
"1771529856-36","https://sn.coinafrique.com/categorie/moutons?page=15","Bali bali","300 000CFA","Koumpentoum, Sénégal","https://sn.coinafrique.com/annonce/moutons/bali-bali-1568450"
"1771529856-37","https://sn.coinafrique.com/categorie/moutons?page=15","Bali bali","300 000CFA","Koumpentoum, Sénégal","https://sn.coinafrique.com/annonce/moutons/bali-bali-1568440"
"1771529856-38","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum pur sang","2 500 000CFA","Kaffrine, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1560181"
"1771529856-39","https://sn.coinafrique.com/categorie/moutons?page=15","Azawate pur sang","310 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/azawate-pur-sang-1558957"
"1771529856-40","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton métisse","250 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-1508083"
"1771529856-41","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum","550 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-1508049"
"1771529856-42","https://sn.coinafrique.com/categorie/moutons?page=15","Femelle mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-mouton-1496305"
"1771529856-43","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum pur","550 000CFA","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-1465125"
"1771529856-44","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","350 000CFA","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1439414"
"1771529856-45","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton ladoum","350 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1428061"
"1771529856-46","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton ladoum","300 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1428044"
"1771529856-47","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton ladoum","450 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1428032"
"1771529856-48","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton ladoum","400 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1428014"
"1771529856-49","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","300 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1427992"
"1771529856-50","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","45 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1365032"
"1771529856-51","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Pur Ladoum","450 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-pur-ladoum-1344753"
"1771529856-52","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoums femelles","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoums-femelles-1325277"
"1771529856-53","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","230 000CFA","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1318185"
"1771529856-54","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons ladoum","300 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-1311660"
"1771529856-55","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum","450 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-1277749"
"1771529856-56","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","1 200 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1257886"
"1771529856-57","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Femelle","200 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-1250492"
"1771529856-58","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","1 800 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1244039"
"1771529856-59","https://sn.coinafrique.com/categorie/moutons?page=15","Ladoum pur-sang","1 000 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-1232770"
"1771529856-60","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum femelle","900 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-femelle-1232751"
"1771529856-61","https://sn.coinafrique.com/categorie/moutons?page=15","Géniteur ladoum","1 200 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-1232723"
"1771529856-62","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Azawat femelle","250 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-femelle-1184273"
"1771529856-63","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","850 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1161905"
"1771529856-64","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1149005"
"1771529856-65","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-1148983"
"1771529856-66","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1146805"
"1771529856-67","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1124971"
"1771529856-68","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1123949"
"1771529856-69","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Saint-Louis, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1115941"
"1771529856-70","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","200 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-1076240"
"1771529856-71","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1051956"
"1771529856-72","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","300 000CFA","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-1019265"
"1771529856-73","https://sn.coinafrique.com/categorie/moutons?page=15","Bébé ladoum à vendre","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/bebe-ladoum-a-vendre-1018278"
"1771529856-74","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum","Prix sur demande","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-1011179"
"1771529856-75","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-979736"
"1771529856-76","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum mâle","1 200 000CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-male-972890"
"1771529856-77","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoune","Prix sur demande","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoune-949902"
"1771529856-78","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","600 000CFA","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-938733"
"1771529856-79","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons","5 000 000CFA","Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-893014"
"1771529856-80","https://sn.coinafrique.com/categorie/moutons?page=15","Moutons Ladoum pur sang","Prix sur demande","Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-pur-sang-891173"
"1771529856-81","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton ladoum","1 400 000CFA","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-886938"
"1771529856-82","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","400 000CFA","Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-832060"
"1771529856-83","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton Ladoum","950 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-827391"
"1771529856-84","https://sn.coinafrique.com/categorie/moutons?page=15","Mouton","80 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-823810"
"1771529864-85","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","900 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2343622"
"1771529864-86","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","900 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2343610"
"1771529864-87","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","500 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2343128"
"1771529864-88","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","400 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2343029"
"1771529864-89","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2341521"
"1771529864-90","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2341347"
"1771529864-91","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2340505"
"1771529864-92","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2333652"
"1771529864-93","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Dahra, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2330536"
"1771529864-94","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2330451"
"1771529864-95","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton ladoum pur sang","500 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2323480"
"1771529864-96","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2322676"
"1771529864-97","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2320469"
"1771529864-98","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","175 000CFA","Thiaroye Gare, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2320189"
"1771529864-99","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2319075"
"1771529864-100","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2318501"
"1771529864-101","https://sn.coinafrique.com/categorie/moutons?page=14","Beliers","200 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/beliers-2316483"
"1771529864-102","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","350 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2313084"
"1771529864-103","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","210 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2312899"
"1771529864-104","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum Azawad","300 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawad-2311201"
"1771529864-105","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2310325"
"1771529864-106","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2310054"
"1771529864-107","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","350 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2299741"
"1771529864-108","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","180 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2295213"
"1771529864-109","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons ladoum","Prix sur demande","Fatick, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2294312"
"1771529864-110","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","325 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2291208"
"1771529864-111","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","300 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2284394"
"1771529864-112","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","320 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2283290"
"1771529864-113","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2280180"
"1771529864-114","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","185 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2275915"
"1771529864-115","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton ladoum","800 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2275615"
"1771529864-116","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2273400"
"1771529864-117","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton de race","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-race-2269887"
"1771529864-118","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2269632"
"1771529864-119","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","200 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2268026"
"1771529864-120","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","200 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2267999"
"1771529864-121","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2267245"
"1771529864-122","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","250 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2266448"
"1771529864-123","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton  de tabaski","250 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-2266401"
"1771529864-124","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","800 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2261586"
"1771529864-125","https://sn.coinafrique.com/categorie/moutons?page=14","Mâle azawate géniteur","450 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/moutons/male-azawate-geniteur-2260872"
"1771529864-126","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","210 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2259814"
"1771529864-127","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","275 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2254780"
"1771529864-128","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","1 300 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2237884"
"1771529864-129","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","195 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2235186"
"1771529864-130","https://sn.coinafrique.com/categorie/moutons?page=14","Femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/femelle-2233592"
"1771529864-131","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton femelle","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-2233573"
"1771529864-132","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","300 000CFA","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2230662"
"1771529864-133","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","135 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2228310"
"1771529864-134","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum pur sang","350 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-2226053"
"1771529864-135","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2216401"
"1771529864-136","https://sn.coinafrique.com/categorie/moutons?page=14","Mâle azawad","400 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/male-azawad-2208081"
"1771529864-137","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","160 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2205551"
"1771529864-138","https://sn.coinafrique.com/categorie/moutons?page=14","Ladoum géniteur","525 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/ladoum-geniteur-2203186"
"1771529864-139","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","80 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2198826"
"1771529864-140","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2190362"
"1771529864-141","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Tabaski","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2189808"
"1771529864-142","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","230 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2183588"
"1771529864-143","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton Ladoume","1 000 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-2182589"
"1771529864-144","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2172461"
"1771529864-145","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2171655"
"1771529864-146","https://sn.coinafrique.com/categorie/moutons?page=14","Mouton","300 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/mouton-2165687"
"1771529864-147","https://sn.coinafrique.com/categorie/moutons?page=14","Moutons","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/moutons/moutons-2152851"
