web_scraper_order,web_scraper_start_url,container_links,details,prix,adresse,image_lien
"1771533126-264","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-kochoi-3099946","Pigeon kochoi","70 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3099946_uploaded_image1_1620258649.jpg)"
"1771533129-265","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3101043","Race sapram","3 500 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3101043_uploaded_image1_1620309572.jpg)"
"1771533133-266","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-mento-3101648","Voyageur mento pur","20 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3101648_uploaded_image1_1620324800.jpg)"
"1771533136-267","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cauchois-3101934","Pigeon cauchois","70 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3101934_uploaded_image1_1620336090.jpg)"
"1771533140-268","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-rouge-3104308","Pigeon Lahore rouge","25 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3104308_uploaded_image1_1620450063.jpg)"
"1771533143-269","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-noir-3104310","Pigeon Lahore","25 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3104310_uploaded_image1_1620450328.jpg)"
"1771533146-270","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3115873","Des lapineaux  disponible 
et des jeunes femelles  et males
a pikine_icotaf","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3115873_uploaded_image1_1621043291.jpg)"
"1771533150-271","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3118080","Jeune mondin  blan","80 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3118080_uploaded_image1_1621187860.jpg)"
"1771533153-272","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3121121","","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3121121_uploaded_image1_1621343038.jpg)"
"1771533157-273","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3123441","Poulet de chair","3 500 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3123441_uploaded_image1_1621440889.jpg)"
"1771533160-274","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/colvert-3125526","Je je un couple de colvert de la famille anatidae venant du canada à un prix très abordable","35 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3125526_uploaded_image1_1621532802.jpg)"
"1771533164-275","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3126603","","5 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3126603_uploaded_image1_1621600775.jpg)"
"1771533168-276","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-3128887","Ils sont 2mois","40 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3128887_uploaded_image1_1621714606.jpg)"
"1771533171-277","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3130806","Bonjour je vends mes lapins angora mâle. ils sont déjà vacciné et ont 4 mois.","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3130806_uploaded_image1_1621853971.jpg)"
"1771533175-278","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-jumbos-3131078","Bonjour,
je vends des cailles jumbos souche lourde pré-pontes avec un bon ration male/femelle à très bon prix.
œuf de caille fécondés disponible.","1 500 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3131078_uploaded_image1_1621863390.jpg)"
"1771533178-279","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3131153","Mondin nouveau sousse","180 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3131153_uploaded_image1_1621866089.jpg)"
"1771533185-280","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3136627","Jean, angora etc...","Prix sur demande","Bargny, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3136627_uploaded_image1_1622124684.jpg)"
"1771533188-281","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3140949","Pigeons voyageurs, paons et lawores à vendre.","12 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3140949_uploaded_image1_1622373951.jpg)"
"1771533192-282","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3142583","Bonjour 
pigeon 
accessoires 
autres","500 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3142583_uploaded_image2_1622471438.jpeg)"
"1771533195-283","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dinde-3148596","","15 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3148596_uploaded_image1_1622649167.jpg)"
"1771533199-284","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perroquet-3150902","Je vend des inséparables  d'inde a bon prix","40 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3150902_uploaded_image1_1622730048.jpg)"
"1771533202-285","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3152493","Poulets disponible à sangalkam","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3152493_uploaded_image1_1622801692.jpg)"
"1771533205-286","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-local-3154953","Je vends des bleu et autres race de poule lapin autres   - vos poulet locale amélioré","3 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg)"
"1771533209-287","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155585","Paire lapereaux a céder dakar pikine whatsapp","15 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg)"
"1771533212-288","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155590","Paire lapereaux a céder dakar pikine","15 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg)"
"1771533215-289","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-baraman-3164881","Baramann pur%%
prix abordable","Prix sur demande","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg)"
"1771533219-290","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pintade-3165007","Salut tout le monde âme éleveur vous informe que les pintades sont disponibles . merci de nous contacter pour plus d'informations","10 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg)"
"1771533227-291","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3165580","Poulet
Poulet de chair","2 500 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg)"
"1771533230-292","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3167648","A vendre","Prix sur demande","Joal Fadiouth, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg)"
"1771533235-293","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-bleue-dhollande-3169646","","Prix sur demande","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3169646_uploaded_image1_1623581136.jpg)"
"1771533238-294","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-cou-nues-3169649","","Prix sur demande","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3169649_uploaded_image1_1623581238.jpg)"
"1771533242-295","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3175790","","3 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg)"
"1771533245-296","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3177358","Bonjour,
je vends des poulets de chair à 3000 frs 1kg800 et 2kg. ils seront disponible uniquement par commande.
veuillez me contacter si vous êtes intéressé.","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3177358_uploaded_image1_1623935467.jpg)"
"1771533248-297","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pignon-monday-3177465","","175 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3177465_uploaded_image1_1623938681.jpg)"
"1771533252-298","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-monday-3177475","","100 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3177475_uploaded_image1_1623938929.jpg)"
"1771533255-299","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3187687","Salut des lapins et lapereaux de race  géant des flandres, fauve de bourgogne, angoras, blanc de bouscat , hollandais, et des métissages à vendre dans la limite du stock disponible possibilité de livraison.","35 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3187687_uploaded_image1_1624451192.jpg)"
"1771533259-300","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-baramann-3189768","","Prix sur demande","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3189768_uploaded_image1_1624544691.jpg)"
"1771533266-301","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3197088","Déjà vacciné","15 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3197088_uploaded_image1_1624966307.jpg)"
"1771533270-302","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-fauve-de-bourgogne-3202447","Des lapereaux fauve pur sang dispo","25 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3202447_uploaded_image2_1625166857.jpeg)"
"1771533273-303","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruche-3214014","Perruche","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3214014_uploaded_image1_1625618936.jpg)"
"1771533276-304","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3214815","Je vends des poulets de chair d'ordinaire du pays et de races comme le brahma, le cochin, les bleus hollandais. veuillez me contacter pour plus d'infos.","2 500 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3214815_uploaded_image1_1625661793.jpg)"
"1771533280-305","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3229235","Disponible a Malika","2 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3229235_uploaded_image1_1626304950.jpg)"
"1771533283-306","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-meulman-3248657","Pigeon voyageur meulman et d’autres races a vendre","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3248657_uploaded_image1_1627469932.jpg)"
"1771533287-307","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-hermine-3248983","Des poussins brahman herminé et cochin blanc standard","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3248983_uploaded_image1_1627479441.jpg)"
"1771533291-308","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-hermine-3259880","Male herminé de 5 mois  pur sang à vendre","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg)"
"1771533295-309","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleu-hollande-3278019","","10 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3278019_uploaded_image1_1628853028.jpg)"
"1771533299-310","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-cochin-blanc-3281223","Male cochin blanc de 5mois","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3281223_uploaded_image1_1629034748.jpg)"
"1771533302-311","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-blanc-3281225","Femelle cochin blanc de 3mois","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3281225_uploaded_image2_1629034850.jpeg)"
"1771533306-312","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3283632","Profiter de cette réduction  pour la fête de Tamkharite des poulets de 2kg 
A vos commandes","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3283632_uploaded_image1_1629152543.jpg)"
"1771533310-313","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3286388","Des lapereaux disponible","17 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3286388_uploaded_image1_1629289139.jpg)"
"1771533314-314","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-bleu-hollande-3290876","Poulet Bleu Hollande","4 500 CFA","Diourbel, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3290876_uploaded_image1_1629501810.jpg)"
"1771533317-315","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3302613","","50 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3302613_uploaded_image1_1630169095.jpg)"
"1771533320-316","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-lahore-3305350","Je bazarde différentspigeons couleur lahore- bouvreuil-pan- etc","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3305350_uploaded_image1_1630343789.jpg)"
"1771533324-317","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306464","","100 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3306464_uploaded_image1_1630410757.jpg)"
"1771533327-318","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306474","","95 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3306474_uploaded_image1_1630410943.jpg)"
"1771533331-319","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-bullan-3306481","","25 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3306481_uploaded_image1_1630411232.jpg)"
"1771533335-320","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3307095","","22 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3307095_uploaded_image1_1630430739.jpg)"
"1771533339-321","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3315445","Des paires lapereaux à vendre","17 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3315445_uploaded_image1_1630722382.jpg)"
"1771533342-322","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316797","Brahma pur sang  de un mois","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3316797_uploaded_image1_1630784777.jpg)"
"1771533346-323","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316806","Brahmâ pur sang d un mois","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3316806_uploaded_image1_1630785002.jpg)"
"1771533349-324","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussin-coucou-3316809","","30 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3316809_uploaded_image1_1630785179.jpg)"
"1771533352-325","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3322610","Nous vendons de beaux lapins nains a un prix defiant toute concurence pour plus d information merci de nous contacter","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3322610_uploaded_image1_1631059644.jpg)"
"1771533356-326","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochin-3325681","Des poussins cochin blanc de race pure disponible.
faites vite vos commandes","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3325681_uploaded_image1_1631188256.jpg)"
"1771533359-327","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-pondeuses-3333107","Poulets pondeuses âge de deux mois yekh niak
2000fr par unité","2 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3333107_uploaded_image1_1631563838.jpg)"
"1771533363-328","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3334209","Demande","Prix sur demande","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3334209_uploaded_image1_1631622270.jpg)"
"1771533367-329","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3337450","De bon poulets pour lsafar","2 300 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3337450_uploaded_image1_1631785546.jpg)"
"1771533371-330","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3348160","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3348160_uploaded_image1_1632324869.jpg)"
"1771533375-331","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349394","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison.","35 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3349394_uploaded_image1_1632391504.jpg)"
"1771533379-332","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349397","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison.","35 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3349397_uploaded_image2_1632391557.jpeg)"
"1771533382-333","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349401","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison.","35 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3349401_uploaded_image1_1632391902.jpg)"
"1771533385-334","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3349405","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison.","35 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3349405_uploaded_image2_1632391949.jpeg)"
"1771533389-335","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bajoura-3353059","Mbour joal","50 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3353059_uploaded_image1_1632603388.jpg)"
"1771533392-336","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3353065","Mbour","40 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3353065_uploaded_image1_1632603690.jpg)"
"1771533395-337","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3353071","Mbour","50 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3353071_uploaded_image1_1632603938.jpg)"
"1771533399-338","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3353083","Mbour thies","110 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3353083_uploaded_image1_1632604432.jpg)"
"1771533402-339","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-hermnee-3357145","Pour votre besoin de poulets d ornement elevage d ornement est prêt pour vous satisfaire merci de nous contacter via nos numéros. brahman hermjne","100 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3357145_uploaded_image1_1632869295.jpg)"
"1771533406-340","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-hermine-3357881","Des poussins brahman herminé de race pure disponible.
faites vite vos commandes","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3357881_uploaded_image3_1632920077.jpeg)"
"1771533409-341","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-romain-3362871","","85 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3362871_uploaded_image1_1633116442.jpg)"
"1771533413-342","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poulet-brahma-3369356","","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3369356_uploaded_image1_1633438053.jpg)"
"1771533416-343","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-barahmane-3370800","Barahmane adulte pure sang pére et mére !! pas de négociation !!","100 000 CFA","M'bour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3370800_uploaded_image2_1633504872.jpeg)"
"1771533419-344","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3371154","","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3371154_uploaded_image1_1633515720.jpg)"
