web_scraper_order,web_scraper_start_url,container_links,details,prix,adresse,image_lien
"1771534020-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-francais-3999035","Pigeon français a vendre à un prix abordable","25 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg)"
"1771534026-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-4005445","Bonjour a tous je vend mon couple brahma columbia et blanc laisser moi un message sur whatsapp","Prix sur demande","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg)"
"1771534032-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4009110","Pigeons voyageurs papiété blanc   blanc sec   bleu écailles bague 2021 2022","12 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4009110_uploaded_image1_1671058199.jpg)"
"1771534038-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-4012177","Poules","35 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4012177_uploaded_image3_1671225532.jpeg)"
"1771534043-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4012180","","30 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4012180_uploaded_image1_1671225603.jpg)"
"1771534048-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4013190","Je suis dans le besoin en ce moment c'est pourquoi
j'ai des pigeons a vendre plusieurs race king , romain,pan,boulon etc..","50 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4013190_uploaded_image1_1671298740.jpg)"
"1771534053-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-4019501","Couple noir en cour de reproduction","14 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4019501_uploaded_image1_1671719532.jpg)"
"1771534058-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-4021333","Couple mondain producteur","90 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4021333_uploaded_image1_1671837659.jpg)"
"1771534064-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-4021335","Couple texan","40 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4021335_uploaded_image1_1671837753.jpg)"
"1771534071-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4021629","","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4021629_uploaded_image1_1671880183.jpg)"
"1771534077-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4028864","Vente de poulet de chair prix varie entre 3500 et 4000 fcfa","3 500 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4028864_uploaded_image2_1672481470.jpeg)"
"1771534082-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030993","2 mal cochin blanc  ventre","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg)"
"1771534086-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030997","","50 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg)"
"1771534125-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-voyageur-blanc-4034942","Cest un tres bon couple","15 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg)"
"1771534128-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-voyageurs-4034954","Un très bon couple meunier","12 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg)"
"1771534132-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-angoura-4036533","Tres bon couple","30 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg)"
"1771534136-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-4041126","Poussin d'un jour qui sera disponible le 6 mars pour la korité.
faites vos commandes yekh niak nak","35 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg)"
"1771534142-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-braman-cochin-4050193","Bonjour je vend un couple cochin tout blanc très jolie avec le male très robuste et une femelle qui ponde ses premiers œufs  en ce moment , une occasion à saisir","950 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg)"
"1771534146-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-braman-cochin-4050206","Bonjour je vend un couple cochin tout blanc très jolie avec le male très robuste et une femelle qui ponde ses premiers œufs  en ce moment , une occasion à saisir","95 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg)"
"1771534149-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-chochin-4050293","Bonjour je vend un couple cochin tout tres jolie , un male robuste plus une femelle qui ponde , je vend aussi un male metisse noir et blanc et aussi des dindes de chair poussin.","95 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg)"
"1771534152-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4052032","Des laperaux metisage  dispo a dakar","20 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg)"
"1771534156-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-angora-4054751","Lapereau angora","10 000 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg)"
"1771534160-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-pondeuses-4055238","Poules pondeuse 8 semaines et 17 semaines dispo sur commandes. nous avons des sujets de qualité traité et suivis par des professionnels.","Prix sur demande","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg)"
"1771534163-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-tete-de-lion-4060697","Lapin femelle tête de lion a vendre","25 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg)"
"1771534167-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-4062470","Couple angora de 5mois","25 000 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg)"
"1771534170-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4069804","","15 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg)"
"1771534173-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-femelle-angora-4088341","Femelle angora","20 000 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg)"
"1771534177-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-papillon-4097932","","30 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg)"
"1771534182-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cou-nu-4098076","Ventes de poussins cou nu bleue hollandais démarrés à  1 mois 15 jours","2 500 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg)"
"1771534186-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099352","","5 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg)"
"1771534189-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099353","","5 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg)"
"1771534200-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4107161","Coq brahma métisse trés robuste avec un joli mélange de couleur","43 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg)"
"1771534215-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-a-manteau-4111707","Voyageurs à manteau avec différentes couleurs","50 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg)"
"1771534218-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondains-4111710","Mâle 2022 très bonne qualité","100 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg)"
"1771534224-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4119858","Trio brahma blanc herminé noir de 2 mois","70 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg)"
"1771534230-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4123300","Lapereau unité 10mil","10 000 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg)"
"1771534235-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4125350","Lapin","15 000 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg)"
"1771534249-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-diamant-mandarin-4130101","Des couples diamant mandarin huppé","30 000 CFA","Point E, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg)"
"1771534252-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-paon-indien-4133025","Je vends mon couple paon en plein production","55 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg)"
"1771534256-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-4134077","Texans importés très bonne souche","15 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg)"
"1771534259-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-geant-fauve-4134335","Lapereau géant fauve","25 000 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg)"
"1771534263-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4145983","Lapereau","10 000 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg)"
"1771534266-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-inde-4148722","C’est repartie !
bonjour à tous avec la réouverture de la saison,
la ferme khady&mbarka mets à votre disposition des poussins d’inde.
à noter que nous vendons que des poussins qui ont minimum une semaine afin de réduire les risques de mortalités chez nos clients.
livraison possible sur thies , dakar et environs 
merci pour votre confiance ????","4 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg)"
"1771534270-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-paons-indiens-4155195","Je vends mon couple paon indien","35 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg)"
"1771534296-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4158780","","Prix sur demande","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_4158780_uploaded_image1_1680397009.jpg)"
