image_lien,nom,adresse,prix
https://sn.coinafrique.com/annonce/autres-animaux/vache-2709747,Vache,"Louga, Sénégal",300000.0
https://sn.coinafrique.com/annonce/autres-animaux/canard-2703622,Canard,"Mamelles, Dakar, Sénégal",35000.0
https://sn.coinafrique.com/annonce/autres-animaux/olpliitone-20-jours-2701057,Olpliitone 20 jours,"Dakar, Sénégal",15000.0
https://sn.coinafrique.com/annonce/autres-animaux/ane-arabe-2697117,Âne Arabe,"Kébémer, Sénégal",645000.0
https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694722,Bœufs,"Louga, Sénégal",250000.0
https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canards-4619825,Poussins de canards,"Guediawaye, Dakar, Sénégal",3000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-4608863,Chaton,"Ngor, Dakar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-hymalayen-4593854,Chaton Siamois Hymalayen,"Dakar Plateau, Dakar, Sénégal",240000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4592914,Chaton Persan,"Dakar Plateau, Dakar, Sénégal",400000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-4571582,Chaton Scottish Fold,"Dakar Plateau, Dakar, Sénégal",645000.0
https://sn.coinafrique.com/annonce/autres-animaux/perroquet-youyou-4570755,Perroquet youyou,"Dieuppeul-Derklé, Dakar, Sénégal",10000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4569529,Chaton Persan,"Dakar Plateau, Dakar, Sénégal",400000.0
https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4568012,Boeuf,"Mbao, Dakar, Sénégal",600000.0
https://sn.coinafrique.com/annonce/autres-animaux/cochons-dinde-4555313,Cochons d'inde,"Keur Massar, Sénégal",20000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-scotish-fold-4540889,Chaton Scotish Fold,"Fann, Dakar, Sénégal",645000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4540876,Chaton Persan,"Dakar, Sénégal",400000.0
https://sn.coinafrique.com/annonce/autres-animaux/buf-4534540,Bœuf,"Diamalaye 2, Dakar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4534116,Poissons aquarium,"Dakar Plateau, Dakar, Sénégal",7000.0
https://sn.coinafrique.com/annonce/autres-animaux/chatons-serval-4517799,Chatons Serval,"Saint Louis, Sénégal",645000.0
https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-4506000,Couple dinde,"Kolda, Sénégal",40000.0
https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503064,Cochons,"Keur Massar, Sénégal",20000.0
https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503058,Cochons,"Keur Massar, Sénégal",20000.0
https://sn.coinafrique.com/annonce/autres-animaux/pintade-4465594,Pintade,"Guediawaye, Dakar, Sénégal",75000.0
https://sn.coinafrique.com/annonce/autres-animaux/perruche-anglaise-4456172,Perruche Anglaise,"Dieuppeul-Derklé, Dakar, Sénégal",40000.0
https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4456156,Perruches ondulées,"Dieuppeul-Derklé, Dakar, Sénégal",15000.0
https://sn.coinafrique.com/annonce/autres-animaux/cailles-4454743,Cailles,"Dakar, Sénégal",1500.0
https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4452994,Perruche ondulée,"Thies, Sénégal",7000.0
https://sn.coinafrique.com/annonce/autres-animaux/paon-4451044,Paon,"Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/autres-animaux/paon-4435457,Paon,"Yoff, Dakar, Sénégal",65000.0
https://sn.coinafrique.com/annonce/autres-animaux/pintade-4412768,Pintade,"Keur Massar, Sénégal",7000.0
https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4411374,Perroquet,"Point E, Dakar, Sénégal",50000.0
https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-4409000,Oies de Toulouse,"Thies, Sénégal",100000.0
https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804,Dindes,"Guediawaye, Dakar, Sénégal",30000.0
https://sn.coinafrique.com/annonce/autres-animaux/pintades-4408799,Pintades,"Guediawaye, Dakar, Sénégal",40000.0
https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653,Veaux,"Pikine, Sénégal",450000.0
https://sn.coinafrique.com/annonce/autres-animaux/chevre-4387674,Chèvre,"Thies, Sénégal",80000.0
https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4386249,Chat Persan,"Point E, Dakar, Sénégal",645000.0
https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-pair-4381112,Dinde rouge pair,"Dakar, Sénégal",35000.0
https://sn.coinafrique.com/annonce/autres-animaux/buf-4379382,Bœuf,"Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-4365267,Chaton,"Ouest Foire, Dakar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558,Taureau,"Rufisque, Sénégal",320000.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-gimalayen-siamois-4333502,Chaton Gimalayen Siamois,"Fann, Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659,Perruches ondulées,"Point E, Dakar, Sénégal",20000.0
https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4331654,Perroquets,"Point E, Dakar, Sénégal",60000.0
