image_lien,nom,adresse,prix
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-3064744,Chiot berger allemand mâle,"Hann Bel-Air, Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3057395,Chiot Boerboel,"Mermoz-Sacré Coeur, Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chiot-femelle-yorkshire-3045523,Chiot femelle Yorkshire,"Dakar, Sénégal",400000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3035100,Chiots Bergers Allemands,"Rufisque, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chiot-husky-3032898,Chiot Husky,"Dakar Plateau, Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3025431,Chiot pitbull,"Mamelles, Dakar, Sénégal",150.0
https://sn.coinafrique.com/annonce/chiens/chiot-couple-teckel-3023422,Chiot couple teckel,"Yoff, Dakar, Sénégal",200.0
https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3018685,Chiots Bergers Allemands,"Pikine, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chien-bijon-malte-3012169,Chien Bijon Malté,"Sicap Liberté, Dakar, Sénégal",210000.0
https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-3005863,Chiot cane corso,"Colobane, Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-3005565,Berger belge malinois,"Mamelles, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3005026,Chiot Labrador,"Sicap Liberté, Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chien-cane-corso-2996181,Chien cane corso,"Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-2996177,Chiots Cane Corso,"Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2978927,Chiots Rottweiler,"Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-purebreed-2974090,Chiots boerboels purebreed,"Thies, Sénégal",400000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-pure-race-2972487,Chiots bichons maltais pure race,"Mbao, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-2965558,Chiots,"Hann Bel-Air, Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chiot-husky-4mois-femelle-2962156,Chiot Husky 4mois femelle,"Mbao, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-2957371,Chiot boerboel,"HLM, Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2951762,Chiots Malinois,"Dakar, Sénégal",230000.0
https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2951499,Chiots malinois,"Mermoz-Sacré Coeur, Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/chien-pitbull-femelle-2950286,Chien Pitbull femelle,"Saint Louis, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chien-2949981,Chien,"Mbao, Dakar, Sénégal",475000.0
https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2946384,Chiots Malinois,"Grand Yoff, Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-husky-2945713,Chiot berger allemand / husky,"Dakar, Sénégal",175000.0
https://sn.coinafrique.com/annonce/chiens/berger-femelle-2939379,Berger femelle,"Dieuppeul-Derklé, Dakar, Sénégal",160000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bolognais-2932610,Chiots bolognais,"Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chien-pitbull-2927795,Chien Pitbull,"Dakar, Sénégal",170000.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2923824,Chiots Berger Allemand,"Dakar, Sénégal",165000.0
https://sn.coinafrique.com/annonce/chiens/chiot-husky-2922209,Chiot husky,"Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chiot-husky-2922194,Chiot Husky,"Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-2920881,Chiot Rottweiler,"Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/caniches-2913795,Caniches,"Dakar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/chiens/chien-pitbull-2898017,Chien Pitbull,"Hann Bel-Air, Dakar, Sénégal",400000.0
https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2896747,Chiot pitbull,"Saint Louis, Sénégal",175000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bichons-spitz-royal-2890179,Chiots Bichons Spitz Royal,"Saly, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2882667,Chiot rottweiller,"Grand Dakar, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-bichon-2877719,Chiot Bichon,"Ouakam, Dakar, Sénégal",475000.0
https://sn.coinafrique.com/annonce/chiens/chiots-labrador-2877490,Chiots Labrador,"Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2864271,Chiot berger allemand,"Guediawaye, Dakar, Sénégal",180000.0
https://sn.coinafrique.com/annonce/chiens/berger-allemand-2863494,Berger allemand,"Dakar, Sénégal",350000.0
https://sn.coinafrique.com/annonce/chiens/chiot-male-berger-allemand-2862580,Chiot mâle Berger allemand,"Thies, Sénégal",100000.0
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-rottweiller-2861530,Chiot berger allemand / Rottweiller,"Thies, Sénégal",75000.0
https://sn.coinafrique.com/annonce/chiens/berger-allemand-2835075,Berger allemand,"Almadies, Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/bichamon-maltais-2823458,Bichamon Maltais,"Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/rott-royal-10-2812803,Rott royal 10,"Dakar, Sénégal",475000.0
https://sn.coinafrique.com/annonce/chiens/chien-malinois-2795793,Chien malinois,"Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-2795342,Chiots pitbull,"Saint Louis, Sénégal",175000.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2784090,Chiots berger allemand,"Thies, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-2784073,Chiots Pitbull,"Thies, Sénégal",160000.0
https://sn.coinafrique.com/annonce/chiens/chiots-2766184,Chiots,"Dakar, Sénégal",200000.0
